feature,channel,fold,accuracy,balanced_accuracy,auc,samples
HFD,81,2,0.5,0.5,0.36,47
HFD,81,3,0.5555555555555556,0.575,0.6,47
HFD,81,4,0.6666666666666666,0.675,0.2,47
HFD,81,5,0.6666666666666666,0.675,0.7,47
HFD,82,1,0.5,0.5,0.84,47
HFD,82,2,0.4,0.4,0.72,47
HFD,82,3,0.4444444444444444,0.45,0.5499999999999999,47
HFD,82,4,0.5555555555555556,0.575,0.2,47
HFD,82,5,0.5555555555555556,0.55,0.45,47
HFD,83,1,0.5,0.5,0.2,47
HFD,83,2,0.5,0.5,0.6399999999999999,47
HFD,83,3,0.4444444444444444,0.5,0.6,47
HFD,83,4,0.5555555555555556,0.575,0.25,47
HFD,83,5,0.4444444444444444,0.425,0.55,47
HFD,84,1,0.5,0.5,0.12,47
HFD,84,2,0.5,0.5,0.6799999999999999,47
HFD,84,3,0.4444444444444444,0.5,0.39999999999999997,47
HFD,84,4,0.5555555555555556,0.575,0.35,47
HFD,84,5,0.4444444444444444,0.425,0.6,47
HFD,85,1,0.3,0.30000000000000004,0.8400000000000001,47
HFD,85,2,0.3,0.30000000000000004,0.6799999999999999,47
HFD,85,3,0.4444444444444444,0.5,0.3,47
HFD,85,4,0.5555555555555556,0.575,0.30000000000000004,47
HFD,85,5,0.3333333333333333,0.325,0.7,47
HFD,86,1,0.5,0.5,0.92,47
HFD,86,2,0.4,0.4,0.76,47
HFD,86,3,0.4444444444444444,0.5,0.3,47
HFD,86,4,0.6666666666666666,0.675,0.5,47
HFD,86,5,0.2222222222222222,0.2,0.25,47
HFD,87,1,0.5,0.5,0.92,47
HFD,87,2,0.6,0.6,0.52,47
HFD,87,3,0.4444444444444444,0.5,0.3,47
HFD,87,4,0.6666666666666666,0.675,0.4,47
HFD,87,5,0.3333333333333333,0.3,0.6499999999999999,47
HFD,88,1,0.7,0.7,0.27999999999999997,47
HFD,88,2,0.5,0.5,0.64,47
HFD,88,3,0.4444444444444444,0.45,0.45,47
HFD,88,4,0.6666666666666666,0.675,0.25,47
HFD,88,5,0.5555555555555556,0.55,0.5,47
HFD,89,1,0.5,0.5,0.8400000000000001,47
HFD,89,2,0.4,0.4,0.72,47
HFD,89,3,0.4444444444444444,0.5,0.7,47
HFD,89,4,0.5555555555555556,0.55,0.6000000000000001,47
HFD,89,5,0.4444444444444444,0.425,0.5,47
HFD,90,1,0.5,0.5,0.84,47
HFD,90,2,0.5,0.5,0.6,47
HFD,90,3,0.4444444444444444,0.5,0.4,47
HFD,90,4,0.4444444444444444,0.425,0.7,47
HFD,90,5,0.4444444444444444,0.425,0.6000000000000001,47
HFD,91,1,0.2,0.2,0.8400000000000001,47
HFD,91,2,0.4,0.4,0.6399999999999999,47
HFD,91,3,0.4444444444444444,0.5,0.5,47
HFD,91,4,0.5555555555555556,0.575,0.39999999999999997,47
HFD,91,5,0.4444444444444444,0.425,0.6,47
HFD,92,1,0.5,0.5,0.8,47
HFD,92,2,0.3,0.30000000000000004,0.64,47
HFD,92,3,0.4444444444444444,0.5,0.35,47
HFD,92,4,0.5555555555555556,0.575,0.4,47
HFD,92,5,0.3333333333333333,0.325,0.7,47
HFD,93,1,0.5,0.5,0.8400000000000001,47
HFD,93,2,0.5,0.5,0.76,47
HFD,93,3,0.6666666666666666,0.7,0.3,47
HFD,93,4,0.5555555555555556,0.525,0.30000000000000004,47
HFD,93,5,0.3333333333333333,0.325,0.575,47
HFD,94,1,0.5,0.5,0.15999999999999998,47
HFD,94,2,0.5,0.5,0.76,47
HFD,94,3,0.6666666666666666,0.7,0.3,47
HFD,94,4,0.5555555555555556,0.525,0.30000000000000004,47
HFD,94,5,0.3333333333333333,0.325,0.5,47
HFD,95,1,0.2,0.2,0.9600000000000001,47
HFD,95,2,0.5,0.5,0.6,47
HFD,95,3,0.4444444444444444,0.5,0.6,47
HFD,95,4,0.4444444444444444,0.45,0.5,47
HFD,95,5,0.4444444444444444,0.425,0.6500000000000001,47
HFD,96,1,0.3,0.3,0.92,47
HFD,96,2,0.5,0.5,0.6,47
HFD,96,3,0.4444444444444444,0.5,0.45,47
HFD,96,4,0.5555555555555556,0.575,0.5,47
HFD,96,5,0.4444444444444444,0.425,0.6500000000000001,47
HFD,97,1,0.5,0.5,0.28,47
HFD,97,2,0.4,0.4,0.68,47
HFD,97,3,0.4444444444444444,0.5,0.3,47
HFD,97,4,0.5555555555555556,0.575,0.5,47
HFD,97,5,0.4444444444444444,0.425,0.6000000000000001,47
HFD,98,1,0.5,0.5,0.7200000000000002,47
HFD,98,2,0.5,0.5,0.64,47
HFD,98,3,0.4444444444444444,0.5,0.3,47
HFD,98,4,0.6666666666666666,0.675,0.4,47
HFD,98,5,0.3333333333333333,0.325,0.65,47
HFD,99,1,0.5,0.5,0.76,47
HFD,99,2,0.5,0.5,0.48,47
HFD,99,3,0.4444444444444444,0.5,0.5,47
HFD,99,4,0.5555555555555556,0.55,0.5,47
HFD,99,5,0.4444444444444444,0.425,0.6,47
HFD,100,1,0.5,0.5,0.6399999999999999,47
HFD,100,2,0.5,0.5,0.48,47
HFD,100,3,0.4444444444444444,0.5,0.39999999999999997,47
HFD,100,4,0.4444444444444444,0.45,0.4,47
HFD,100,5,0.5555555555555556,0.55,0.5,47
HFD,101,1,0.5,0.5,0.8,47
HFD,101,2,0.6,0.6,0.56,47
HFD,101,3,0.4444444444444444,0.5,0.65,47
HFD,101,4,0.4444444444444444,0.45,0.44999999999999996,47
HFD,101,5,0.4444444444444444,0.425,0.6500000000000001,47
HFD,102,1,0.6,0.6,0.36,47
HFD,102,2,0.6,0.6,0.4800000000000001,47
HFD,102,3,0.6666666666666666,0.7,0.4,47
HFD,102,4,0.4444444444444444,0.425,0.4,47
HFD,102,5,0.5555555555555556,0.525,0.45,47
HFD,103,1,0.5,0.5,0.6799999999999999,47
HFD,103,2,0.4,0.4,0.6,47
HFD,103,3,0.4444444444444444,0.5,0.55,47
HFD,103,4,0.5555555555555556,0.55,0.30000000000000004,47
HFD,103,5,0.4444444444444444,0.4,0.55,47
HFD,104,1,0.5,0.5,0.15999999999999998,47
HFD,104,2,0.4,0.4,0.6000000000000001,47
HFD,104,3,0.4444444444444444,0.5,0.4,47
HFD,104,4,0.5555555555555556,0.55,0.35000000000000003,47
HFD,104,5,0.4444444444444444,0.4,0.55,47
HFD,105,1,0.5,0.5,0.88,47
HFD,105,2,0.4,0.4,0.52,47
HFD,105,3,0.4444444444444444,0.5,0.65,47
HFD,105,4,0.6666666666666666,0.675,0.4,47
HFD,105,5,0.2222222222222222,0.2,0.6499999999999999,47
HFD,106,1,0.5,0.5,0.68,47
HFD,106,2,0.5,0.5,0.48,47
HFD,106,3,0.4444444444444444,0.5,0.55,47
HFD,106,4,0.5555555555555556,0.55,0.45,47
HFD,106,5,0.3333333333333333,0.3,0.6499999999999999,47
HFD,107,1,0.5,0.5,0.6000000000000001,47
HFD,107,2,0.5,0.5,0.52,47
HFD,107,3,0.2222222222222222,0.225,0.7000000000000001,47
HFD,107,4,0.4444444444444444,0.45,0.5,47
HFD,107,5,0.3333333333333333,0.35,0.7000000000000001,47
HFD,108,1,0.7,0.7,0.2,47
HFD,108,2,0.5,0.5,0.52,47
HFD,108,3,0.4444444444444444,0.5,0.35000000000000003,47
HFD,108,4,0.5555555555555556,0.55,0.35000000000000003,47
HFD,108,5,0.6666666666666666,0.65,0.55,47
HFD,109,1,0.6,0.6000000000000001,0.27999999999999997,47
HFD,109,2,0.5,0.5,0.66,47
HFD,109,3,0.5555555555555556,0.6,0.4,47
HFD,109,4,0.4444444444444444,0.425,0.35,47
HFD,109,5,0.5555555555555556,0.525,0.55,47
HFD,110,1,0.7,0.7,0.15999999999999998,47
HFD,110,2,0.4,0.4,0.42,47
HFD,110,3,0.5555555555555556,0.6,0.45,47
HFD,110,4,0.6666666666666666,0.65,0.15000000000000002,47
HFD,110,5,0.5555555555555556,0.525,0.45,47
HFD,111,1,0.5,0.5,0.12,47
HFD,111,2,0.5,0.5,0.6,47
HFD,111,3,0.4444444444444444,0.45,0.49999999999999994,47
HFD,111,4,0.6666666666666666,0.675,0.30000000000000004,47
HFD,111,5,0.5555555555555556,0.525,0.55,47
HFD,112,1,0.5,0.5,0.28,47
HFD,112,2,0.6,0.6,0.56,47
HFD,112,3,0.4444444444444444,0.5,0.44999999999999996,47
HFD,112,4,0.6666666666666666,0.675,0.4,47
HFD,112,5,0.3333333333333333,0.3,0.6499999999999999,47
HFD,113,1,0.5,0.5,0.76,47
HFD,113,2,0.6,0.6,0.6000000000000001,47
HFD,113,3,0.3333333333333333,0.35,0.4,47
HFD,113,4,0.5555555555555556,0.55,0.45,47
HFD,113,5,0.5555555555555556,0.55,0.45,47
HFD,114,1,0.8,0.8,0.15999999999999998,47
HFD,114,2,0.4,0.4,0.7200000000000001,47
HFD,114,3,0.5555555555555556,0.575,0.2,47
HFD,114,4,0.7777777777777778,0.775,0.25,47
HFD,114,5,0.5555555555555556,0.55,0.45,47
HFD,115,1,0.4,0.4,0.48,47
HFD,115,2,0.4,0.4,0.72,47
HFD,115,3,0.4444444444444444,0.5,0.35,47
HFD,115,4,0.5555555555555556,0.575,0.5499999999999999,47
HFD,115,5,0.6666666666666666,0.65,0.39999999999999997,47
HFD,116,1,0.8,0.8,0.15999999999999998,47
HFD,116,2,0.4,0.4,0.31999999999999995,47
HFD,116,3,0.4444444444444444,0.475,0.35,47
HFD,116,4,0.6666666666666666,0.675,0.25,47
HFD,116,5,0.5555555555555556,0.525,0.5,47
HFD,117,1,0.5,0.5,0.12,47
HFD,117,2,0.4,0.4,0.7200000000000001,47
HFD,117,3,0.4444444444444444,0.5,0.65,47
HFD,117,4,0.7777777777777778,0.8,0.2,47
HFD,117,5,0.4444444444444444,0.425,0.6,47
HFD,118,1,0.5,0.5,0.6799999999999999,47
HFD,118,2,0.4,0.4,0.68,47
HFD,118,3,0.4444444444444444,0.5,0.5,47
HFD,118,4,0.4444444444444444,0.45,0.65,47
HFD,118,5,0.2222222222222222,0.2,0.6499999999999999,47
HFD,119,1,0.7,0.7,0.18,47
HFD,119,2,0.6,0.6,0.36,47
HFD,119,3,0.3333333333333333,0.35,0.45,47
HFD,119,4,0.5555555555555556,0.575,0.30000000000000004,47
HFD,119,5,0.5555555555555556,0.55,0.6000000000000001,47
HFD,120,1,0.8,0.8,0.07999999999999999,47
HFD,120,2,0.4,0.4,0.24,47
HFD,120,3,0.5555555555555556,0.6,0.2,47
HFD,120,4,0.5555555555555556,0.575,0.45000000000000007,47
HFD,120,5,0.5555555555555556,0.55,0.4,47
HFD,121,1,0.5,0.5,0.8800000000000001,47
HFD,121,2,0.2,0.2,0.8400000000000001,47
HFD,121,3,0.4444444444444444,0.5,0.25,47
HFD,121,4,0.6666666666666666,0.65,0.4,47
HFD,121,5,0.6666666666666666,0.65,0.45,47
HFD,122,1,0.5,0.5,0.9600000000000001,47
HFD,122,2,0.3,0.30000000000000004,0.86,47
HFD,122,3,0.4444444444444444,0.5,0.4,47
HFD,122,4,0.6666666666666666,0.675,0.4,47
HFD,122,5,0.4444444444444444,0.425,0.525,47
HFD,123,1,0.5,0.5,0.8,47
HFD,123,2,0.3,0.30000000000000004,0.8,47
HFD,123,3,0.4444444444444444,0.5,0.65,47
HFD,123,4,0.1111111111111111,0.1,0.8,47
HFD,123,5,0.4444444444444444,0.425,0.6,47
HFD,124,1,0.2,0.2,0.6800000000000002,47
HFD,124,2,0.3,0.30000000000000004,0.8,47
HFD,124,3,0.4444444444444444,0.5,0.5,47
HFD,124,4,0.3333333333333333,0.325,0.7,47
HFD,124,5,0.2222222222222222,0.2,0.6499999999999999,47
HFD,125,1,0.5,0.5,0.28,47
HFD,125,2,0.2,0.2,0.8,47
HFD,125,3,0.4444444444444444,0.5,0.3,47
HFD,125,4,0.4444444444444444,0.45,0.4,47
HFD,125,5,0.4444444444444444,0.45,0.5,47
HFD,126,1,0.5,0.5,0.8,47
HFD,126,2,0.4,0.4,0.64,47
HFD,126,3,0.4444444444444444,0.5,0.2,47
HFD,126,4,0.5555555555555556,0.6,0.5499999999999999,47
HFD,126,5,0.3333333333333333,0.35,0.55,47
HFD,127,1,0.5,0.5,0.76,47
HFD,127,2,0.3,0.30000000000000004,0.6800000000000002,47
HFD,127,3,0.4444444444444444,0.5,0.8,47
HFD,127,4,0.5555555555555556,0.6,0.30000000000000004,47
HFD,127,5,0.3333333333333333,0.325,0.6000000000000001,47
HFD,128,1,0.5,0.5,0.19999999999999998,47
HFD,128,2,0.2,0.2,0.6800000000000002,47
HFD,128,3,0.4444444444444444,0.5,0.8,47
HFD,128,4,0.5555555555555556,0.575,0.35,47
HFD,128,5,0.5555555555555556,0.55,0.65,47
combined,1,1,0.2,0.2,0.72,47
combined,1,2,0.2,0.2,0.9600000000000001,47
combined,1,3,0.4444444444444444,0.5,0.55,47
combined,1,4,0.4444444444444444,0.45,0.75,47
combined,1,5,0.4444444444444444,0.45,0.6000000000000001,47
combined,2,1,0.6,0.6000000000000001,0.6,47
combined,2,2,0.1,0.1,0.9600000000000001,47
combined,2,3,0.4444444444444444,0.5,0.7,47
combined,2,4,0.2222222222222222,0.2,0.15000000000000002,47
combined,2,5,0.5555555555555556,0.6,0.5,47
combined,3,1,0.3,0.3,0.64,47
combined,3,2,0.4,0.4,0.68,47
combined,3,3,0.4444444444444444,0.5,0.39999999999999997,47
combined,3,4,0.3333333333333333,0.3,0.75,47
combined,3,5,0.2222222222222222,0.2,0.6499999999999999,47
combined,4,1,0.5,0.5,0.8400000000000001,47
combined,4,2,0.4,0.4,0.68,47
combined,4,3,0.4444444444444444,0.5,0.44999999999999996,47
combined,4,4,0.3333333333333333,0.325,0.375,47
combined,4,5,0.2222222222222222,0.2,0.6499999999999999,47
combined,5,1,0.4,0.4,0.6399999999999999,47
combined,5,2,0.5,0.5,0.52,47
combined,5,3,0.4444444444444444,0.475,0.6,47
combined,5,4,0.5555555555555556,0.525,0.6,47
combined,5,5,0.3333333333333333,0.3,0.6499999999999999,47
combined,6,1,0.4,0.4,0.48,47
combined,6,2,0.7,0.7,0.28,47
combined,6,3,0.3333333333333333,0.325,0.5,47
combined,6,4,0.4444444444444444,0.4,0.39999999999999997,47
combined,6,5,0.3333333333333333,0.3,0.6,47
combined,7,1,0.5,0.5,0.52,47
combined,7,2,0.5,0.5,0.56,47
combined,7,3,0.2222222222222222,0.225,0.65,47
combined,7,4,0.4444444444444444,0.4,0.4,47
combined,7,5,0.4444444444444444,0.4,0.6499999999999999,47
combined,8,1,0.7,0.7,0.4,47
combined,8,2,0.5,0.5,0.39999999999999997,47
combined,8,3,0.4444444444444444,0.45,0.45,47
combined,8,4,0.3333333333333333,0.325,0.45000000000000007,47
combined,8,5,0.4444444444444444,0.475,0.6,47
combined,9,1,0.4,0.4,0.52,47
combined,9,2,0.6,0.6000000000000001,0.56,47
combined,9,3,0.3333333333333333,0.375,0.65,47
combined,9,4,0.2222222222222222,0.2,0.7,47
combined,9,5,0.3333333333333333,0.35,0.7000000000000001,47
combined,10,1,0.4,0.4,0.4,47
combined,10,2,0.4,0.4,0.76,47
combined,10,3,0.4444444444444444,0.5,0.5,47
combined,10,4,0.4444444444444444,0.4,0.65,47
combined,10,5,0.3333333333333333,0.325,0.6,47
combined,11,1,0.5,0.5,0.52,47
combined,11,2,0.6,0.6000000000000001,0.28,47
combined,11,3,0.4444444444444444,0.5,0.35000000000000003,47
combined,11,4,0.4444444444444444,0.4,0.65,47
combined,11,5,0.3333333333333333,0.3,0.6,47
combined,12,1,0.5,0.5,0.6,47
combined,12,2,0.7,0.7,0.32,47
combined,12,3,0.4444444444444444,0.45,0.39999999999999997,47
combined,12,4,0.4444444444444444,0.4,0.6000000000000001,47
combined,12,5,0.3333333333333333,0.3,0.5499999999999999,47
combined,13,1,0.5,0.5,0.56,47
combined,13,2,0.5,0.5,0.32,47
combined,13,3,0.2222222222222222,0.225,0.65,47
combined,13,4,0.5555555555555556,0.525,0.6,47
combined,13,5,0.3333333333333333,0.3,0.6499999999999999,47
combined,14,1,0.5,0.5,0.6799999999999999,47
combined,14,2,0.2,0.2,0.8400000000000001,47
combined,14,3,0.4444444444444444,0.5,0.6,47
combined,14,4,0.6666666666666666,0.7,0.5499999999999999,47
combined,14,5,0.4444444444444444,0.5,0.35000000000000003,47
combined,15,1,0.5,0.5,0.36,47
combined,15,2,0.4,0.4,0.48,47
combined,15,3,0.4444444444444444,0.5,0.6,47
combined,15,4,0.5555555555555556,0.5,0.7,47
combined,15,5,0.5555555555555556,0.5,0.5,47
combined,16,1,0.3,0.3,0.4,47
combined,16,2,0.4,0.4,0.64,47
combined,16,3,0.4444444444444444,0.5,0.5,47
combined,16,4,0.4444444444444444,0.425,0.75,47
combined,16,5,0.3333333333333333,0.325,0.6,47
combined,17,1,0.4,0.4,0.68,47
combined,17,2,0.5,0.5,0.6799999999999999,47
combined,17,3,0.4444444444444444,0.5,0.65,47
combined,17,4,0.5555555555555556,0.5,0.4,47
combined,17,5,0.5555555555555556,0.5,0.4,47
combined,18,1,0.5,0.5,0.56,47
combined,18,2,0.3,0.30000000000000004,0.7200000000000001,47
combined,18,3,0.4444444444444444,0.5,0.4,47
combined,18,4,0.3333333333333333,0.325,0.7500000000000001,47
combined,18,5,0.5555555555555556,0.6,0.7,47
combined,19,1,0.4,0.4,0.6,47
combined,19,2,0.6,0.6000000000000001,0.36,47
combined,19,3,0.4444444444444444,0.5,0.35000000000000003,47
combined,19,4,0.4444444444444444,0.425,0.375,47
combined,19,5,0.3333333333333333,0.3,0.7,47
combined,20,1,0.4,0.4,0.6,47
combined,20,2,0.5,0.5,0.32,47
combined,20,3,0.3333333333333333,0.325,0.5,47
combined,20,4,0.4444444444444444,0.425,0.65,47
combined,20,5,0.3333333333333333,0.3,0.6499999999999999,47
combined,21,1,0.4,0.4,0.4,47
combined,21,2,0.5,0.5,0.36000000000000004,47
combined,21,3,0.5555555555555556,0.55,0.5,47
combined,21,4,0.5555555555555556,0.55,0.65,47
combined,21,5,0.5555555555555556,0.6,0.35000000000000003,47
combined,22,1,0.3,0.3,0.64,47
combined,22,2,0.5,0.5,0.52,47
combined,22,3,0.4444444444444444,0.475,0.45,47
combined,22,4,0.4444444444444444,0.45,0.5,47
combined,22,5,0.5555555555555556,0.5,0.25,47
combined,23,1,0.4,0.4,0.72,47
combined,23,2,0.5,0.5,0.8,47
combined,23,3,0.4444444444444444,0.5,0.45,47
combined,23,4,0.3333333333333333,0.325,0.775,47
combined,23,5,0.4444444444444444,0.4,0.6000000000000001,47
combined,24,1,0.4,0.4,0.76,47
combined,24,2,0.5,0.5,0.39999999999999997,47
combined,24,3,0.4444444444444444,0.5,0.44999999999999996,47
combined,24,4,0.4444444444444444,0.4,0.7,47
combined,24,5,0.3333333333333333,0.3,0.7,47
combined,25,1,0.5,0.5,0.6,47
combined,25,2,0.4,0.4,0.6,47
combined,25,3,0.2222222222222222,0.25,0.8,47
combined,25,4,0.6666666666666666,0.7,0.45,47
combined,25,5,0.5555555555555556,0.6,0.45,47
combined,26,1,0.4,0.4,0.76,47
combined,26,2,0.2,0.2,0.92,47
combined,26,3,0.4444444444444444,0.425,0.65,47
combined,26,4,0.3333333333333333,0.325,0.6499999999999999,47
combined,26,5,0.3333333333333333,0.325,0.7500000000000001,47
combined,27,1,0.5,0.5,0.4,47
combined,27,2,0.3,0.30000000000000004,0.6000000000000001,47
combined,27,3,0.4444444444444444,0.475,0.7,47
combined,27,4,0.4444444444444444,0.4,0.85,47
combined,27,5,0.2222222222222222,0.2,0.35000000000000003,47
combined,28,1,0.4,0.4,0.88,47
combined,28,2,0.5,0.5,0.52,47
combined,28,3,0.4444444444444444,0.5,0.39999999999999997,47
combined,28,4,0.4444444444444444,0.4,0.7,47
combined,28,5,0.3333333333333333,0.3,0.6,47
combined,29,1,0.4,0.4,0.6799999999999999,47
combined,29,2,0.5,0.5,0.6,47
combined,29,3,0.4444444444444444,0.45,0.55,47
combined,29,4,0.4444444444444444,0.4,0.5,47
combined,29,5,0.3333333333333333,0.3,0.6,47
combined,30,1,0.4,0.4,0.52,47
combined,30,2,0.4,0.4,0.7200000000000001,47
combined,30,3,0.3333333333333333,0.35,0.55,47
combined,30,4,0.4444444444444444,0.4,0.45,47
combined,30,5,0.3333333333333333,0.3,0.65,47
combined,31,1,0.4,0.4,0.44000000000000006,47
combined,31,2,0.4,0.4,0.52,47
combined,31,3,0.6666666666666666,0.7,0.5,47
combined,31,4,0.3333333333333333,0.3,0.6,47
combined,31,5,0.4444444444444444,0.4,0.6499999999999999,47
combined,32,1,0.4,0.4,0.72,47
combined,32,2,0.4,0.4,0.7200000000000001,47
combined,32,3,0.2222222222222222,0.25,0.7,47
combined,32,4,0.5555555555555556,0.525,0.6,47
combined,32,5,0.3333333333333333,0.325,0.75,47
combined,33,1,0.4,0.4,0.92,47
combined,33,2,0.2,0.2,0.7200000000000001,47
combined,33,3,0.5555555555555556,0.55,0.7,47
combined,33,4,0.3333333333333333,0.325,0.65,47
combined,33,5,0.3333333333333333,0.325,0.75,47
combined,34,1,0.5,0.5,0.4,47
combined,34,2,0.4,0.4,0.52,47
combined,34,3,0.5555555555555556,0.575,0.39999999999999997,47
combined,34,4,0.4444444444444444,0.45,0.5,47
combined,34,5,0.3333333333333333,0.3,0.4,47
combined,35,1,0.7,0.7,0.22,47
combined,35,2,0.6,0.6000000000000001,0.52,47
combined,35,3,0.6666666666666666,0.7,0.3,47
combined,35,4,0.4444444444444444,0.425,0.35000000000000003,47
combined,35,5,0.3333333333333333,0.3,0.35000000000000003,47
combined,36,1,0.4,0.4,0.4,47
combined,36,2,0.5,0.5,0.56,47
combined,36,3,0.4444444444444444,0.45,0.4,47
combined,36,4,0.4444444444444444,0.4,0.6499999999999999,47
combined,36,5,0.4444444444444444,0.425,0.5,47
combined,37,1,0.4,0.4,0.3600000000000001,47
combined,37,2,0.5,0.5,0.68,47
combined,37,3,0.5555555555555556,0.575,0.39999999999999997,47
combined,37,4,0.5555555555555556,0.525,0.6499999999999999,47
combined,37,5,0.4444444444444444,0.425,0.6500000000000001,47
combined,38,1,0.3,0.30000000000000004,0.6800000000000002,47
combined,38,2,0.4,0.4,0.76,47
combined,38,3,0.4444444444444444,0.5,0.4,47
combined,38,4,0.4444444444444444,0.475,0.5,47
combined,38,5,0.4444444444444444,0.45,0.75,47
combined,39,1,0.5,0.5,0.4,47
combined,39,2,0.3,0.30000000000000004,0.6799999999999999,47
combined,39,3,0.4444444444444444,0.5,0.39999999999999997,47
combined,39,4,0.4444444444444444,0.4,0.4,47
combined,39,5,0.3333333333333333,0.325,0.225,47
combined,40,1,0.6,0.6000000000000001,0.27999999999999997,47
combined,40,2,0.7,0.7,0.36,47
combined,40,3,0.6666666666666666,0.7,0.44999999999999996,47
combined,40,4,0.5555555555555556,0.55,0.6000000000000001,47
combined,40,5,0.4444444444444444,0.4,0.4,47
combined,41,1,0.5,0.5,0.34,47
combined,41,2,0.5,0.5,0.44000000000000006,47
combined,41,3,0.4444444444444444,0.5,0.19999999999999998,47
combined,41,4,0.5555555555555556,0.525,0.6499999999999999,47
combined,41,5,0.5555555555555556,0.525,0.5,47
combined,42,1,0.5,0.5,0.28,47
combined,42,2,0.4,0.4,0.6000000000000001,47
combined,42,3,0.6666666666666666,0.675,0.30000000000000004,47
combined,42,4,0.6666666666666666,0.65,0.7,47
combined,42,5,0.4444444444444444,0.425,0.44999999999999996,47
combined,43,1,0.7,0.7,0.15999999999999998,47
combined,43,2,0.4,0.4,0.6,47
combined,43,3,0.5555555555555556,0.55,0.35,47
combined,43,4,0.5555555555555556,0.575,0.35,47
combined,43,5,0.4444444444444444,0.45,0.55,47
combined,44,1,0.5,0.5,0.19999999999999996,47
combined,44,2,0.4,0.4,0.6,47
combined,44,3,0.4444444444444444,0.5,0.4,47
combined,44,4,0.5555555555555556,0.575,0.44999999999999996,47
combined,44,5,0.5555555555555556,0.55,0.5,47
combined,45,1,0.3,0.3,0.4,47
combined,45,2,0.6,0.6,0.4,47
combined,45,3,0.5555555555555556,0.575,0.29999999999999993,47
combined,45,4,0.5555555555555556,0.525,0.4,47
combined,45,5,0.5555555555555556,0.525,0.65,47
combined,46,1,0.5,0.5,0.32,47
combined,46,2,0.4,0.4,0.36000000000000004,47
combined,46,3,0.7777777777777778,0.8,0.15,47
combined,46,4,0.5555555555555556,0.55,0.65,47
combined,46,5,0.5555555555555556,0.525,0.5,47
combined,47,1,0.4,0.4,0.4,47
combined,47,2,0.5,0.5,0.6000000000000001,47
combined,47,3,0.4444444444444444,0.5,0.49999999999999994,47
combined,47,4,0.4444444444444444,0.425,0.4,47
combined,47,5,0.3333333333333333,0.3,0.65,47
combined,48,1,0.5,0.5,0.39999999999999997,47
combined,48,2,0.3,0.3,0.64,47
combined,48,3,0.4444444444444444,0.5,0.8,47
combined,48,4,0.5555555555555556,0.55,0.5,47
combined,48,5,0.4444444444444444,0.475,0.45,47
combined,49,1,0.6,0.6000000000000001,0.31999999999999995,47
combined,49,2,0.5,0.5,0.56,47
combined,49,3,0.5555555555555556,0.55,0.4,47
combined,49,4,0.5555555555555556,0.575,0.5499999999999999,47
combined,49,5,0.6666666666666666,0.7,0.30000000000000004,47
combined,50,1,0.5,0.5,0.44000000000000006,47
combined,50,2,0.6,0.6000000000000001,0.28,47
combined,50,3,0.5555555555555556,0.575,0.19999999999999998,47
combined,50,4,0.5555555555555556,0.525,0.6,47
combined,50,5,0.6666666666666666,0.65,0.5,47
combined,51,1,0.6,0.6,0.4,47
combined,51,2,0.6,0.6000000000000001,0.4,47
combined,51,3,0.7777777777777778,0.775,0.2,47
combined,51,4,0.5555555555555556,0.55,0.325,47
combined,51,5,0.3333333333333333,0.3,0.4,47
combined,52,1,0.5,0.5,0.32,47
combined,52,2,0.5,0.5,0.48000000000000004,47
combined,52,3,0.7777777777777778,0.775,0.25,47
combined,52,4,0.5555555555555556,0.55,0.30000000000000004,47
combined,52,5,0.4444444444444444,0.425,0.4,47
combined,53,1,0.5,0.5,0.32,47
combined,53,2,0.5,0.5,0.64,47
combined,53,3,0.7777777777777778,0.775,0.3,47
combined,53,4,0.5555555555555556,0.55,0.6499999999999999,47
combined,53,5,0.4444444444444444,0.425,0.5,47
combined,54,1,0.4,0.4,0.4,47
combined,54,2,0.6,0.6,0.6000000000000001,47
combined,54,3,0.7777777777777778,0.775,0.3,47
combined,54,4,0.5555555555555556,0.55,0.6499999999999999,47
combined,54,5,0.5555555555555556,0.525,0.4,47
combined,55,1,0.3,0.3,0.4,47
combined,55,2,0.5,0.5,0.56,47
combined,55,3,0.4444444444444444,0.45,0.35,47
combined,55,4,0.3333333333333333,0.3,0.6,47
combined,55,5,0.4444444444444444,0.4,0.45,47
combined,56,1,0.5,0.5,0.4800000000000001,47
combined,56,2,0.7,0.7,0.28,47
combined,56,3,0.6666666666666666,0.675,0.35,47
combined,56,4,0.5555555555555556,0.525,0.5,47
combined,56,5,0.4444444444444444,0.4,0.375,47
combined,57,1,0.5,0.5,0.64,47
combined,57,2,0.7,0.7,0.7600000000000001,47
combined,57,3,0.6666666666666666,0.675,0.1,47
combined,57,4,0.6666666666666666,0.65,0.7000000000000001,47
combined,57,5,0.5555555555555556,0.525,0.55,47
combined,58,1,0.5,0.5,0.44000000000000006,47
combined,58,2,0.4,0.4,0.6000000000000001,47
combined,58,3,0.6666666666666666,0.65,0.45,47
combined,58,4,0.6666666666666666,0.65,0.30000000000000004,47
combined,58,5,0.5555555555555556,0.525,0.45,47
combined,59,1,0.6,0.6,0.44000000000000006,47
combined,59,2,0.4,0.4,0.6400000000000001,47
combined,59,3,0.7777777777777778,0.75,0.2,47
combined,59,4,0.6666666666666666,0.675,0.4,47
